  N  P   K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
 38 97  90     5.64          56.00            0.94        19.74     30.37   1057.03            5.88        8.92 Sugarcane                       72.67
 63 71 108     6.32          62.58            0.84        23.69     37.36   1865.16            6.34       16.27 Sugarcane                       77.29
158 95  39     7.34          35.51            1.24        10.52     87.30   2295.38            7.87       11.11 Sugarcane                       74.28
118 33 100     6.68          49.88            0.65        36.37     81.50   1285.72            5.52       11.56    Potato                       24.62
122 77 109     6.87          40.91            1.37        11.04     40.34   1127.56           10.72       14.63     Wheat                        9.34
100 45  38     6.40          20.60            0.67        22.28     69.57   1126.85            4.91        5.90      Rice                        8.49
 96 89 131     5.90          32.49            0.36        25.33     84.97   1194.24            6.34       10.00     Maize                        9.89
177 93 126     5.29          23.19            1.02        39.17     84.96   2258.94           10.73        2.55    Cotton                       10.71
146 24 140     6.01          48.68            1.39        38.05     63.87   1376.40           10.94       17.24    Potato                       26.09
123 81 111     7.06          44.10            1.20        29.39     73.41   2083.95            8.49       17.91    Cotton                        9.20
128 76  99     7.29          16.68            1.59        27.52     53.64   2149.51            9.49       10.70     Maize                       12.76
142 17  50     6.40          18.08            0.48        21.00     34.33   1632.19            8.04       16.67    Cotton                        5.72
132 32  72     6.99          28.04            0.75        11.23     61.73   1438.28            7.25       15.20 Sugarcane                       74.15
120 39 132     5.52          52.24            0.79        18.03     49.09   1246.05            6.42        9.94      Rice                       11.96
119 34  53     7.72          21.34            0.38        35.43     54.42   1937.70            5.65       11.55     Wheat                        6.70
 46 72  50     7.74          25.24            0.36        29.45     40.43   1586.18            5.86       13.39    Cotton                        5.25
 47 64  25     5.89          60.38            0.34        34.43     74.11   1029.29            7.41        6.64     Maize                        8.03
